Name,Brand,Price,Image_URL,Product_URL,Category,Description
Kami-So Polartec Ice Skating Jacket - Ice Skate Princess Layback,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-ice-skate-princess-layback/,Apparel,This beautiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
Kami-So Polartec Ice Skating Jacket - Ice Skate Princess,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-ice-skate-princess/,Apparel,This beatiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
Kami-So Polartec Ice Skating Jacket - Skater Heart wings 3,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-skater-heart-wings-3/,Apparel,This beautiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
Kami-So Polartec Ice Skating Jacket - Skater Heart wings 2,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-skater-heart-wings/,Apparel,This beuatiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
Kami-So Polartec Ice Skating Jacket - Eat Sleep Skates,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-eat-sleep-skates/,Apparel,This beautiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
Kami-So Polartec Ice Skating Jacket - Spiral Design 2,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-spiral-design-2/,Apparel,This beautiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
Kami-So Polartec Ice Skating Jacket - Pink Spiral Design 2,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-pink-spiral-design-2/,Apparel,This beautiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
Kami-So Polartec Ice Skating Jacket - Peace Love Ice skate-pink,Kami So,USD 74.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/kami-so-polartec-ice-skating-jacket-peace-love-ice-skate-pink/,Apparel,This beautiful figure skating jacket is made from Polartec Fabric and is sure to keep you warm while you skate.
"Personalized Ice Skating Jacket with ""Neon Swirls"" Applique (Final Sale)",Ice Fire,USD 150.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/personalized-ice-skating-jacket-with-neon-swirls-applique/,Apparel,"FINAL SALE DUE TO CUSOMIZATON !!!Polartec power stretch ice skating jacket featuring ""Neon Swirls"" design and Name applique. Name printed across the back of the jacket with mix AB crystals and neon rhinestuds, 4mm size. Great for every day practice and competition event. Fitted style without a hood and high performance Polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth"
"Personalized Ice Skating Jacket with Pink ""Neon Swirls"" Applique (Final Sale)",Ice Fire,USD 150.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/personalized-ice-skating-jacket-with-pink-neon-swirls-applique/,Apparel,"FINAL SALE DUE TO CUSOMIZATON !!!Polartec power stretch ice skating jacket featuring pink ""Neon Swirls"" design and personalized with Name. Name printed across the back of the jacket with mix AB crystals ad neon pink rhinestuds, 4mm size. Great for every day practice and competition event. Fitted style without a hood and high performance Polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
Ice Skating Jacket personalized with Name and Colorful Rhinestone Applique - CJ102,Ice Fire,USD 139.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-personalized-with-name-and-colorful-rhinestone-applique-cj102/,Apparel,"FINAL SALE DUE TO CUSOMIZATON !!!Polartec power stretch personalized ice skating jacket. Choose your favorite applique and personalize with Name. Great for an ice skater gift. Wear it on everyday practice, tests or competition event. All applique and Names made with high quality Czechoslovakian rhinestones. Pink crystals applique comes with pink crystals ""Name"" on the jacket. ""Colorful layback"" applique will be made with Name in AB Aqua crystals."
Ice Skating Jacket personalized with Name and Rhinestone Applique - CJ101,Ice Fire,USD 134.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-personalized-with-name-and-rhinestone-applique-cj101/,Apparel,"FINAL SALE DUE TO CUSOMIZATON !!!Polartec power stretch personalized ice skating jacket. Choose your favorite applique and personalize with Name. Great for an ice skater gift. Wear it on everyday practice, tests or competition event. All applique and Names made with high quality rhinestones. Pink crystals applique comes with pink crystals ""Name"" on the jacket."
Polartec Venetta Scatter Skate Jacket - Butterfly Fusion,Ice Fire,USD 104.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/polartec-venetta-scatter-skate-jacket-butterfly-fusion/,Apparel,"Venetta fit jacket engineered to help you stay warm and look elegant on the ice. Featuring high performance 4 way stretch Polartec fleece fabric for contouring effect, thumb holes for comfort and bright contrast details. Skatter skate design create unique style and perfect look on the ice!"
Polartec Venetta Scatter Skate - Neon Lights,Ice Fire,USD 104.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/polartec-venetta-scatter-skate-neon-lights/,Apparel,"Venetta fit jacket engineered to help you stay warm and look elegant on the ice. Featuring high performance 4 way stretch Polartec fleece fabric for contouring effect, thumb holes for comfort and bright contrast details. Skatter skate rhinestone design create unique style and perfect look on the ice!"
"Purple Ice Skating Jacket with ""Skater"" applique",Ice Fire,USD 104.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/purple-ice-skating-jacket-with-skater-applique/,Apparel,"Polartec power stretch ice skating jacket with crystal applique: apx.100pcs. superior machine cut czechoslovakian rhinestone size ss20 AB crystal. Great for every day practice and competition event. Fitted style without a hood and high performance polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
"Figure Skating Jacket  - ""Stars Trio"" rhinestones applique",Ice Fire,USD 114.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/figure-skating-jacket-stars-trio-rhinestones-applique/,Apparel,"Our new ""Star Trio"" figure skating jacket is crafted from high performance Polartec power stretch fabric to minimize moisture and chill while allowing you a full range of motion for ice skating competition warm up or everyday practice skating routine."
"Purple Jacket with ""Skate"" applique",Ice Fire,USD 104.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/purple-jacket-with-skate-applique/,Apparel,"Polartec power stretch ice skating jacket with ""Skate"" crystal applique: apx.300pcs. superior machine cut Czechoslovakian rhinestone size ss20 AB crystal. Great for every day practice and competition event. Fitted style without a hood and high performance Polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
"Figure Skating Jacket with "" Multi Colors Skating Designs"" rhinestone applique",Ice Fire,USD 109.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/figure-skating-jacket-with-multi-colors-skating-designs-rhinestone-applique/,Apparel,"Polartec power stretch ice skating jacket with ""Multi Colors Skating Design"" rhinestone applique. This jacket made with random mix of different color rhinestone including AB Siam, AB Saphire, AB crystals, AB Topaz and others. apx.1500pcs. superior machine cut czechoslovakian rhinestone size ss10 (2 mm). Great for every day practice and competition event. Fitted style without a hood and high performance polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
"Orange Ice Skating Jacket with ""Skate with Ornament"" applique",Ice Fire,USD 104.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/orange-ice-skating-jacket-with-skate-with-ornament-applique/,Apparel,"Polartec power stretch ice skating jacket with crystal applique: apx.400pcs. superior machine cut czechoslovakian rhinestone size ss16 AB crystal. Great for every day practice and competition event. Fitted style without a hood and high performance polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
"Orange Ice Skating Jacket with ""Layback"" Rhinestone Design",Ice Fire,USD 89.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/orange-ice-skating-jacket-with-layback-rhinestone-design/,Apparel,"Bright orange! Stay warm and look great in bright orange  Polartec power stretch ice skating jacket with crystals ""Layback"" applique: 400 czechoslovakian rhinestone. Great for every day practice and competition event. Fitted style without a hood and high performance polartec fabric ideal for ice skating, that demand freedom of movement, moisture management, and warmth. Enjoy skating and look great on the ice with premium ice skating jacket by Ice Fire - your way to shine!"
"Blue Figure Skating Jacket with ""Layback"" applique",Ice Fire,USD 99.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/blue-figure-skating-jacket-with-layback-applique/,Apparel,"Polartec power stretch ice skating jacket with crystal applique: apx.400pcs. superior machine cut czechoslovakian rhinestone size ss10 AB crystal. Great for every day practice and competition event. Fitted style without a hood and high performance polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
"Blue Figure Skating Jacket with ""Biellmann"" Applique",Ice Fire,USD 104.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/blue-figure-skating-jacket-with-biellmann-applique/,Apparel,"Polartec power stretch ice skating jacket with crystal applique: apx.400pcs. superior machine cut czechoslovakian rhinestone size ss10 AB crystal. Great for every day practice and competition event. Fitted style without a hood and high performance polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
"Pink Ice Skating Jacket for girls with ""Pair of Skates"" applique",Ice Fire,USD 99.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/pink-ice-skating-jacket-for-girls-with-pair-of-skates-applique/,Apparel,"Polartec power stretch ice skating jacket with crystal applique: apx.600pcs. superior machine cut czechoslovakian rhinestone size ss10 AB crystal. Great for every day practice and competition event. Fitted style without a hood and high performance polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth."
"Black Ice Skating Jacket with Orange ""Pair of skates"" Rhinestones Design",Ice Fire,USD 99.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/black-ice-skating-jacket-with-orange-pair-of-skates-rhinestones-design/,Apparel,"Polartec power stretch ice skating jacket with orange crystals applique contain over 600 quality rhinestones. Great for every day practice and competition event. Fitted style without a hood and high performance Polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth. Enjoy skating and look great on the ice with premium ice skating jacket by Ice Fire - your way to shine!"
"Ice Skating Jacket with ""USA Spiral Stars"" Rhinestones Design",Ice Fire,USD 105.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-usa-spiral-stars-rhinestones-design/,Apparel,"USA colors rhinestones stars swirls around the left sleeve of the jackets in Spiral pattern and make this jacket eye-catching on the ice. Featuring over 800 AB clear, Blue and Red  rhinestones.  Enjoy skating and look great on the ice with premium ice skating jacket by Ice Fire - your way to shine!"
"Ice Skating Jacket with ""Charming Peacock Feather"" Design",Ice Fire,USD 114.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-charming-peacock-feather-design/,Apparel,"New ""Charming Peacock Feather"" design. Featuring Sparkling with multiple colors rhinestone applique on the left sleeve of the jacket. Applique size 11 X 4 inches. Fitted style without a hood and high performance Polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth. No design on the back. Match with Peacock Feather Ice Skating Pants. Enjoy skating and look great on the ice with premium ice skating jacket by Ice Fire - your way to shine! Match with Peacock Feather Ice Skating Pants."
"Ice Skating Jacket with ""Spiral Stars"" Rhinestones Design",Ice Fire,USD 105.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-spiral-stars-rhinestones-design/,Apparel,"Sparkly AB clear rhinestones sparkles around the left sleeve of the jackets in ""Spiral Stars"" pattern. Featuring over 800 rhinestones, Polartec power stretch fabric and fitted style that perfect for ice skaters. Enjoy skating and look great on the ice with premium ice skating jacket by Ice Fire - your way to shine!"
"Ice Skating Jacket with ""Crystals Swirls"" Rhinestones Design",Ice Fire,USD 99.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-crystals-swirls-rhinestones-design/,Apparel,"AB clear rhinestones sparkles around the left sleeve of the jackets and featuring over 600 rhinestones. Fitted style, warmth and fancy sparkles making this jacket perfect for every day practice and competition event. Enjoy skating and look great on the ice with premium ice skating jacket by Ice Fire - your way to shine!"
"Ice Skating Jacket with ""Colorful Ina Bauer"" Applique",Ice Fire,USD 119.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-colorful-ina-bauer-applique/,Apparel,"Ice Skating Jacket with Colorful Ina Bauer Applique. Feature fitted style, polartec power stretch fabric and three vibrant rhinestones colors - AB Clear, AB Fushia, AB Aqua. Hit the ice with New and Exclusive rhinestonized Jacket from IceFireSkateWear.com. Women and girls sizes available."
"Ice Skating Jacket with ""Skate with Heart"" Rhinestones Design",Ice Fire,USD 119.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-skate-with-heart-rhinestones-design/,Apparel,"Ice Skating Jacket with Skate with Heart rhinestones design.  Feature fitted style, polartec power stretch fabric and three vibrant rhinestones colors - AB Clear, AB Fuchsia, AB Aqua. Hit the ice with New and Exclusive rhinestonized Jacket from IceFireSkateWear.com. Women and girls sizes available."
"Ice Skating Jacket with ""Colorful Biellmann"" Applique",Ice Fire,USD 109.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-colorful-biellmann-applique/,Apparel,"Ice Skating Jacket with Colorful Biellmann Applique. Feature fitted style, polartec power stretch fabric and three vibrant rhinestones colors - AB Clear, AB Fuchsia, AB Aqua. Hit the ice with New and Exclusive rhinestonized Jacket from IceFireSkateWear.com. Women and girls sizes are available."
"Ice Skating Jacket with ""Biellmann Stars"" Design",Ice Fire,USD 104.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-biellmann-stars-design/,Apparel,"Polartec power stretch ice skating jacket. Fitted style without the hood provide comfort and neat look on the ice. Featuring bright neon rhinestuds and sparkly rhinestones ""Biellmann Stars"" design on the back of the jacket. Favorite ice skating spin is surrounded with neon stars making this design of the popular of the season. Stay warm and look cool in this new dazzling design from IceFireSkateWear.com. Available in girls and women sizes. Please, see matching pants to complete your outfit."
"Ice Skating Jacket with ""Summer Skates"" Design",Ice Fire,USD 114.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/ice-skating-jacket-with-summer-skates-design/,Apparel,"Polartec power stretch ice skating jacket. Fitted style without the hood provide comfort and neat look on the ice. Featuring bright neon rhinestuds and sparkly rhinestones ""Summer Skates"" design on the back of the jacket. Butterfly's and roses swirls around the pair of skates making this design look spectacular on the ice. Stay warm and look cool in this new dazzling design from IceFireSkateWear.com. Available in girls and women sizes. Please, see matching pants to complete your outfit."
"Personalized Ice Skating Jacket with ""Roses Swirls"" Design (Final Slae)",Ice Fire,USD 150.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/personalized-ice-skating-jacket-with-roses-swirls-design/,Apparel,"FINAL SALE DUE TO CUSOMIZATON !!!Polartec fleece ice skating jacket personalized with name ""Roses Swirls"" design. Name printed across the back of the jacket with mix AB crystals ans neon pink and green. Two roses will be added at the beginning and end of the name. New outstanding design looks superb the practice and competition event. Fitted style without a hood and high performance Polartec fabric ideal for ice skating that demand freedom of movement, moisture management, and warmth. Skate and have best ice skating practice  in new bright and shiny ice skating jacket from icefireskatewear.com."
Mondor Footed Ice Skating Tights 3310,Mondor,USD 15.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-footed-ice-skating-tights-3310/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Rockerz Skate Guards,Rockerz,USD 32.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/rockerz-skate-guards/,Apparel,This product is non-returnable or exchangeable. A tiny gap due to tension requirement might be present between the two pieces.
Mondor 104 Knee High Socks 2 Pack,Mondor,USD 12.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-104-knee-high-socks-2-pack/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Return Label,Figure Skating Store,USD 8.50,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/return-label-1/,Apparel,
Mondor Footed Ice Skating Tights 3301,Mondor,USD 19.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-footed-ice-skating-tights-3301/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Mondor Evolution Over the Boot Ice Skating Tights 3338,Mondor,USD 20.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/mondor-evolution-over-the-boot-ice-skating-tights-3338/,Apparel,"Please be advised that all hosiery items (tights, socks etc) are non returnable and final sale due to due to hygiene and health reasons"
Figure Skating Gloves - Competition and Practice,Kami So,USD 19.99,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/figure-skating-gloves-competition-and-practice/,Apparel,60 Day Warranty
Jerry's 1219 Guard Keychains,Jerry Skating World,USD 1.70,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-1219-guard-keychains/,Apparel,Key Chain Mini Skate Guard 1219 Size: Appx 2.5 inches
Jerry's 287 Ice Crystals 1-Piece  (Royal Blue) Adult Large,Jerry Skating World,USD 239.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-287-ice-crystals-1-piece-royal-blue-adult-large/,Apparel,Create a slim silhouette in this sleek black 1-piece with a band of jewel tone colour dripping icicle style crystals. The contrast lycra also edges the V-neckline and highlights the bust line under the black lace that runs into the long sleeves. Lined.
Jerry's 287 Ice Crystals 1-Piece  (Royal Blue) Adult Medium,Jerry Skating World,USD 239.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerry-s-287-ice-crystals-1-piece-royal-blue-adult-medium/,Apparel,Create a slim silhouette in this sleek black 1-piece with a band of jewel tone colour dripping icicle style crystals. The contrast lycra also edges the V-neckline and highlights the bust line under the black lace that runs into the long sleeves. Lined.
Jerry's 288 Bonfire Lace 1-Piece,Jerry Skating World,USD 214.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-288-bonfire-lace-1-piece/,Apparel,Delivery Time 1-4 weeks
Jerry's 287 Ice Crystals 1-Piece  Lilac,Jerry Skating World,USD 289.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-287-ice-crystals-1-piece-lilac/,Apparel,Delivery Time 1-4 weeks
Jerry's 285 Crystal Cascade Catsuit,Jerry Skating World,USD 249.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-285-crystal-cascade-catsuit/,Apparel,Delivery Time 1-4 weeks
Jerry's 300S Low Cut Supplex Bodysuit,Jerry Skating World,USD 109.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-300s-low-cut-supplex-bodysuit/,Apparel,Delivery Time 1-4 weeks
Jerry's 284 Satin Trim Bodysuit - Red,Jerry Skating World,USD 114.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-284-satin-trim-bodysuit-red/,Apparel,Delivery Time 1-4 weeks
Jerry's 284 Satin Trim Bodysuit - Pink,Jerry Skating World,USD 114.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-284-satin-trim-bodysuit-pink/,Apparel,Delivery Time 1-4 weeks
Jerry's 284 Satin Trim Bodysuit - Black,Jerry Skating World,USD 114.98,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/jerrys-284-satin-trim-bodysuit-black/,Apparel,Delivery Time 1-4 weeks
Elite Xpression - Performance Long Sleeve Shirt -Royal Blue-Adult S,Elite Xpression,USD 45.00,https://cdn11.bigcommerce.com/s-bac1n25m/stencil/ea41d350-5908-013b-7a1e-4a6b8e8d9fd6/e/f3b4e970-70a2-013e-4309-1e963be53544/img/loading.svg,https://figureskatingstore.com/elite-xpression-performance-long-sleeve-shirt-royal-blue-adult-s-10-off/,Apparel,NO EXPRESS SHIPPING AVAILABLE FOR ELITE EXPRESSION ITEMS!!!
